white,black,pieza,casilla,respuestas,ganan,tablas,pierden,plies,gana1,gana2,sindef
22445,13366,5,esquina,24,1,0,23,10,54.4,44.2,1.4
22445,13366,2,esquina,24,1,0,23,8,53.0,46.5,0.6
22445,13366,5,centro,24,4,0,20,12,51.0,48.4,0.7
22445,13366,2,centro,24,4,0,20,12,50.0,48.8,1.2
22445,13366,4,lado,24,7,0,17,10,46.7,52.0,1.2
22445,13366,5,lado,24,7,0,17,10,43.6,55.5,0.9
22445,13366,2,lado,24,11,0,13,8,36.5,62.5,1.0
22455,13366,5,centro,24,4,0,20,12,55.9,43.6,0.6
22455,13366,5,esquina,24,1,0,23,10,55.2,43.7,1.1
22455,13366,4,esquina,24,1,0,23,10,54.2,44.2,1.6
22455,13366,2,esquina,24,1,0,23,8,53.0,46.4,0.7
22455,13366,4,centro,24,4,0,20,12,51.0,48.4,0.7
22455,13366,2,centro,24,4,0,20,12,49.3,49.5,1.2
22455,13366,5,lado,24,7,0,17,10,46.8,52.0,1.2
22455,13366,4,lado,24,7,0,17,10,43.5,55.4,1.2
22455,13366,2,lado,24,11,0,13,8,36.6,62.3,1.1
22455,13466,5,esquina,32,1,0,31,10,54.5,44.0,1.5
22455,13466,5,centro,32,4,0,28,10,53.0,46.8,0.2
22455,13466,2,esquina,32,1,0,31,8,51.6,47.5,0.8
22455,13466,4,esquina,32,1,0,31,8,51.0,48.3,0.7
22455,13466,4,centro,32,4,0,28,12,50.9,48.5,0.6
22455,13466,5,lado,32,9,2,21,10,43.0,55.2,1.7
22455,13466,2,centro,32,4,0,28,12,41.4,57.5,1.1
22455,13466,4,lado,32,11,2,19,8,37.0,61.5,1.5
22455,13466,2,lado,32,14,0,18,8,35.6,63.0,1.4
23345,12466,2,esquina,32,1,0,31,8,53.0,46.4,0.7
23345,12466,4,esquina,32,1,0,31,8,52.5,46.7,0.8
23345,12466,5,centro,32,12,0,20,10,52.3,47.5,0.1
23345,12466,3,esquina,32,1,0,31,8,52.0,47.5,0.6
23345,12466,4,centro,32,4,0,28,10,51.8,47.9,0.3
23345,12466,5,esquina,32,2,0,30,8,49.2,50.3,0.5
23345,12466,2,centro,32,4,0,28,10,46.5,52.5,1.0
23345,12466,3,centro,32,4,0,28,10,44.8,54.7,0.5
23345,12466,5,lado,32,13,2,17,8,41.1,57.7,1.1
23345,12466,3,lado,32,12,1,19,8,37.6,61.0,1.3
23345,12466,4,lado,32,12,1,19,8,35.2,63.8,0.9
23345,12466,2,lado,32,14,0,18,8,33.1,65.6,1.2
23355,12466,5,esquina,32,1,0,31,10,56.8,42.2,1.1
23355,12466,5,centro,32,4,0,28,10,55.4,44.4,0.2
23355,12466,3,esquina,32,1,0,31,8,54.6,43.9,1.6
23355,12466,2,esquina,32,1,0,31,8,54.4,45.0,0.6
23355,12466,3,centro,32,4,0,28,12,49.5,49.4,1.1
23355,12466,2,centro,32,4,0,28,12,48.5,50.2,1.4
23355,12466,5,lado,32,9,2,21,10,46.0,52.6,1.4
23355,12466,3,lado,32,12,1,19,8,41.9,55.9,2.2
23355,12466,2,lado,32,14,0,18,8,35.8,62.5,1.8
23445,12466,4,esquina,32,1,0,31,8,53.8,45.6,0.6
23445,12466,2,esquina,32,1,0,31,8,53.0,46.0,0.9
23445,12466,4,centro,32,4,0,28,10,52.8,47.0,0.2
23445,12466,5,centro,32,12,0,20,10,51.9,47.8,0.3
23445,12466,3,esquina,32,1,0,31,8,51.6,47.5,0.8
23445,12466,5,esquina,32,2,0,30,8,50.0,49.5,0.6
23445,12466,2,centro,32,4,0,28,10,46.9,52.3,0.8
23445,12466,3,centro,32,4,0,28,10,45.0,54.4,0.7
23445,12466,5,lado,32,13,2,17,8,41.5,57.4,1.1
23445,12466,3,lado,32,12,1,19,8,37.4,61.3,1.3
23445,12466,4,lado,32,12,1,19,8,36.5,62.5,1.1
23445,12466,2,lado,32,14,0,18,8,33.4,65.5,1.1
23455,12356,5,centro,40,4,0,36,12,70.5,28.6,0.8
23455,12356,5,esquina,40,2,0,38,10,65.3,33.1,1.6
23455,12356,3,esquina,40,2,0,38,8,62.2,36.2,1.6
23455,12356,2,esquina,40,2,0,38,8,61.8,37.1,1.1
23455,12356,4,esquina,40,2,0,38,10,61.0,37.0,1.9
23455,12356,3,centro,40,4,4,32,12,58.0,41.0,0.9
23455,12356,5,lado,40,8,0,32,10,57.9,41.2,0.9
23455,12356,2,centro,40,4,4,32,12,55.6,42.1,2.2
23455,12356,4,centro,40,8,0,32,12,55.3,43.5,1.2
23455,12356,4,lado,40,2,0,38,10,55.0,43.6,1.4
23455,12356,3,lado,40,10,2,28,8,48.6,50.0,1.4
23455,12356,2,lado,40,11,4,25,8,44.3,54.0,1.6
23455,12456,5,centro,40,4,0,36,12,64.3,35.2,0.4
23455,12456,5,esquina,40,2,0,38,10,59.6,39.3,1.1
23455,12456,4,esquina,40,2,0,38,8,56.0,42.9,1.1
23455,12456,2,esquina,40,2,0,38,8,55.9,43.4,0.8
23455,12456,3,esquina,40,2,0,38,8,55.6,43.1,1.2
23455,12456,5,lado,40,8,0,32,10,52.2,46.8,1.1
23455,12456,4,centro,40,8,0,32,12,51.1,47.8,1.1
23455,12456,2,centro,40,8,0,32,12,49.4,49.0,1.6
23455,12456,3,centro,40,8,0,32,12,48.2,50.5,1.3
23455,12456,3,lado,40,10,2,28,8,43.1,55.9,1.0
23455,12456,4,lado,40,10,2,28,8,41.6,56.9,1.4
23455,12456,2,lado,40,13,2,25,8,39.6,59.5,0.8
23455,12466,5,esquina,32,1,0,31,10,58.3,41.1,0.6
23455,12466,2,esquina,32,1,0,31,8,56.2,42.5,1.3
23455,12466,4,esquina,32,1,0,31,8,56.1,42.5,1.4
23455,12466,5,centro,32,4,0,28,10,56.0,43.9,0.1
23455,12466,4,centro,32,4,0,28,12,55.6,43.9,0.5
23455,12466,3,esquina,32,1,0,31,8,55.0,43.8,1.1
23455,12466,2,centro,32,4,0,28,12,50.9,47.8,1.4
23455,12466,3,centro,32,4,0,28,12,49.1,49.8,1.1
23455,12466,5,lado,32,9,2,21,10,47.5,51.1,1.4
23455,12466,3,lado,32,12,1,19,8,43.1,54.9,2.0
23455,12466,4,lado,32,11,2,19,8,40.5,58.0,1.6
23455,12466,2,lado,32,14,0,18,8,37.2,61.0,1.7
23455,13466,5,esquina,32,1,0,31,10,55.0,44.5,0.5
23455,13466,4,centro,32,4,0,28,12,53.1,46.4,0.6
23455,13466,3,esquina,32,1,0,31,8,52.8,46.5,0.8
23455,13466,5,centro,32,4,0,28,10,52.7,46.9,0.5
23455,13466,2,esquina,32,1,0,31,8,51.9,47.4,0.8
23455,13466,4,esquina,32,1,0,31,8,51.8,47.2,1.0
23455,13466,3,centro,32,4,0,28,12,47.7,51.5,0.8
23455,13466,5,lado,32,9,2,21,10,44.8,54.1,1.1
23455,13466,2,centro,32,4,0,28,12,41.2,57.5,1.4
23455,13466,4,lado,32,11,2,19,8,37.9,60.8,1.3
23455,13466,2,lado,32,14,0,18,8,36.2,62.2,1.6
23455,13466,3,lado,32,14,0,18,8,34.2,64.2,1.5
33445,12456,5,centro,40,12,0,28,10,55.1,44.5,0.5
33445,12456,4,esquina,40,2,0,38,8,54.0,44.8,1.2
33445,12456,3,esquina,40,2,0,38,8,51.7,46.6,1.7
33445,12456,4,centro,40,8,0,32,10,48.2,51.4,0.4
33445,12456,5,esquina,40,3,0,37,8,46.5,52.5,0.9
33445,12456,3,centro,40,8,0,32,10,42.6,56.8,0.7
33445,12456,5,lado,40,14,4,22,8,42.1,56.8,1.1
33445,12456,3,lado,40,12,1,27,8,36.5,62.2,1.2
33445,12456,4,lado,40,11,1,28,8,35.2,63.2,1.6
